book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
2251,7159515,7159515,7383770,71,312595670,9780312595680.0,Chevy Stevens,2010.0,Still Missing,Still Missing,en-US,3.96,44223,50637,6113,912,2478,10467,20403,16377,https://images.gr-assets.com/books/1260468195m/7159515.jpg,https://images.gr-assets.com/books/1260468195s/7159515.jpg
2259,17841,17841,11221066,201,015603297X,9780156032970.0,"Umberto Eco, William Weaver",1988.0,Il pendolo di Foucault,Foucault's Pendulum,en-US,3.89,40829,48898,2649,1633,3603,10343,16318,17001,https://images.gr-assets.com/books/1396645125m/17841.jpg,https://images.gr-assets.com/books/1396645125s/17841.jpg
2261,21445,21445,3132603,70,1594831114,9781594831120.0,"James Patterson, Maxine Paetro",2006.0,The 5th Horseman,"The 5th Horseman (Women's Murder Club, #5)",,4.03,45097,50553,1525,264,1519,11287,20628,16855,https://images.gr-assets.com/books/1396631487m/21445.jpg,https://images.gr-assets.com/books/1396631487s/21445.jpg
2264,11746513,11746513,16696160,33,345527712,9780345527710.0,Janet Evanovich,2011.0,Explosive Eighteen,"Explosive Eighteen (Stephanie Plum, #18)",eng,3.92,52993,59894,4637,503,3147,15891,21582,18771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2268,462033,462033,976403,40,142004332,9780142004330.0,Jacqueline Winspear,2003.0,Maisie Dobbs,"Maisie Dobbs (Maisie Dobbs, #1)",en-US,3.91,49820,54118,5293,1040,2705,12324,21811,16238,https://images.gr-assets.com/books/1312066155m/462033.jpg,https://images.gr-assets.com/books/1312066155s/462033.jpg
2272,7822895,7822895,6814263,41,307594777,9780307594780.0,"Stieg Larsson, Reg Keeland",2005.0,"Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes","The Millennium Trilogy (Millennium Trilogy, #1-3)",eng,4.46,29944,38916,1702,293,546,2971,12123,22983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2273,29981261,29981261,47426931,21,,,Dot Hutchison,2016.0,The Butterfly Garden,The Butterfly Garden (The Collector #1),eng,4.07,53568,56042,5415,1260,2670,9453,20290,22369,https://images.gr-assets.com/books/1461392121m/29981261.jpg,https://images.gr-assets.com/books/1461392121s/29981261.jpg
2277,13128,13128,3295810,99,316159794,9780316159790.0,James Patterson,2006.0,Cross,"Cross (Alex Cross, #12)",eng,3.99,42476,46069,1680,423,1812,10713,18062,15059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2296,232145,232145,2589885,96,751530492,9780751530490.0,Patricia Cornwell,1997.0,Unnatural Exposure,"Unnatural Exposure (Kay Scarpetta, #8)",en-GB,4.05,43531,46232,512,263,1343,10370,17973,16283,https://images.gr-assets.com/books/1383293921m/232145.jpg,https://images.gr-assets.com/books/1383293921s/232145.jpg
2323,43326,43326,1298936,74,446607207,9780446607210.0,Sidney Sheldon,1998.0,Tell Me Your Dreams,Tell Me Your Dreams,eng,3.93,34445,36904,1312,466,2032,9076,13508,11822,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2332,29639736,29639736,46247179,15,,,Kerry Lonsdale,2016.0,Everything We Keep,"Everything We Keep (Everything We Keep, #1)",eng,3.84,69018,69567,3734,2693,5079,15682,23180,22933,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2351,232123,232123,1427152,108,684193957,9780684193950.0,Patricia Cornwell,1992.0,All That Remains,"All That Remains (Kay Scarpetta, #3)",en-US,4.05,46604,50110,788,167,1101,11394,20921,16527,https://images.gr-assets.com/books/1341835948m/232123.jpg,https://images.gr-assets.com/books/1341835948s/232123.jpg
2354,13130,13130,2513160,53,316013935,9780316013930.0,"James Patterson, Andrew Gross",2006.0,Judge & Jury,Judge & Jury,eng,3.98,38516,40618,890,413,1663,9837,15021,13684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2359,6746018,6746018,41374289,103,1439152780,9781439152780.0,Kate Morton,2010.0,The Distant Hours,The Distant Hours,eng,3.87,46498,52817,6263,958,3221,12672,21056,14910,https://images.gr-assets.com/books/1358273860m/6746018.jpg,https://images.gr-assets.com/books/1358273860s/6746018.jpg
2360,23125266,23125266,42673812,64,751554154,9780751554150.0,Clare Mackintosh,2016.0,I Let You Go,I Let You Go,en-GB,4.09,39990,53710,7154,587,1796,8957,23119,19251,https://images.gr-assets.com/books/1429875945m/23125266.jpg,https://images.gr-assets.com/books/1429875945s/23125266.jpg
2365,261240,261240,1405544,98,1594561869,9781594561860.0,Edgar Allan Poe,1846.0,The Cask of Amontillado,The Cask of Amontillado,eng,4.09,48364,50207,924,413,1928,9964,18501,19401,https://images.gr-assets.com/books/1327936575m/261240.jpg,https://images.gr-assets.com/books/1327936575s/261240.jpg
2372,12716613,12716613,17851429,75,399159371,9780399159370.0,Nora Roberts,2012.0,The Witness,The Witness,,4.19,40943,49415,4008,448,1380,7822,18688,21077,https://images.gr-assets.com/books/1329921937m/12716613.jpg,https://images.gr-assets.com/books/1329921937s/12716613.jpg
2373,21718,21718,2590340,96,380820889,9780380820890.0,Karin Slaughter,2001.0,Blindsighted,"Blindsighted (Grant County, #1)",eng,4.1,41857,46667,1923,577,1487,8425,18229,17949,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2375,18989,18989,2491780,195,743457900,9780743457900.0,John le Carré,1974.0,"Tinker, Tailor, Soldier, Spy","Tinker, Tailor, Soldier, Spy",,4.04,40871,49461,2990,944,2374,8842,19134,18167,https://images.gr-assets.com/books/1327889127m/18989.jpg,https://images.gr-assets.com/books/1327889127s/18989.jpg
2383,204276,204276,15254937,94,446614459,9780446614450.0,David Baldacci,2003.0,Split Second,"Split Second (Sean King & Michelle Maxwell, #1)",en-US,3.98,38387,44168,1833,458,1461,9675,19459,13115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2384,9681098,9681098,14183705,71,316069353,9780316069360.0,Michael Connelly,2011.0,The Fifth Witness,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",eng,4.17,37594,43750,2557,163,740,7000,19488,16359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2393,455930,455930,22852,90,515133310,9780515133320.0,Lee Child,2001.0,Echo Burning,"Echo Burning (Jack Reacher, #5)",en-US,3.98,38524,48311,2090,311,1787,11056,20682,14475,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2395,24378015,24378015,42942273,15,,,"Colleen Hoover, Tarryn Fisher",2015.0,Never Never,"Never Never (Never Never, #1)",en-US,4.12,54590,55980,8438,905,2298,9272,20013,23492,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2396,15818362,15818362,14106097,70,62197266,9780062197270.0,Elizabeth Haynes,2011.0,Into the Darkest Corner,Into the Darkest Corner,eng,4.1,20725,44965,4782,696,1644,7376,18194,17055,https://images.gr-assets.com/books/1355923186m/15818362.jpg,https://images.gr-assets.com/books/1355923186s/15818362.jpg
2397,76237,76237,187956,2,140079076,9780140079070.0,"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",1985.0,The Further Adventures of Sherlock Holmes (Classic Crime),The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),,4.4,36863,36872,36,286,457,4096,11411,20622,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2398,79378,79378,22566,91,446605484,9780446605490.0,James Patterson,2000.0,Roses Are Red,"Roses are Red (Alex Cross, #6)",en-US,4.02,44383,47337,1074,249,1377,10942,19473,15296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2400,92147,92147,1467817,67,60765240,9780060765250.0,James Rollins,2005.0,Map of Bones,"Map of Bones (Sigma Force, #2)",eng,4.06,42828,45531,1312,759,1907,8591,17054,17220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2401,22571540,22571540,42038027,68,525953507,9780525953500.0,Harlan Coben,2015.0,The Stranger,The Stranger,eng,3.85,32333,43269,3807,659,2378,10895,18136,11201,https://images.gr-assets.com/books/1408564426m/22571540.jpg,https://images.gr-assets.com/books/1408564426s/22571540.jpg
2402,1537534,1537534,1205579,50,60887397,9780060887390.0,Sara Shepard,2008.0,Unbelievable,"Unbelievable (Pretty Little Liars, #4)",en-US,4.06,46722,50026,1856,594,2354,10544,16409,20125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2418,10822858,10822858,7211561,111,525952489,9780525952480.0,"Jussi Adler-Olsen, Lisa Hartford",2007.0,Kvinden i buret,"The Keeper of Lost Causes (Department Q, #1)",eng,3.98,36825,46392,3954,762,1777,9089,20939,13825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2422,25526965,25526965,45313982,55,1501129740,9781501129740.0,Stephen King,2016.0,End of Watch,"End of Watch (Bill Hodges Trilogy, #3)",eng,4.09,33780,45355,5113,331,1462,8173,19057,16332,https://images.gr-assets.com/books/1468705472m/25526965.jpg,https://images.gr-assets.com/books/1468705472s/25526965.jpg
2429,455941,455941,224290,77,440241006,9780440241000.0,Lee Child,2003.0,The Persuader,"Persuader (Jack Reacher, #7)",eng,4.09,37434,46967,2055,214,1069,8920,20844,15920,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2430,58077,58077,2027280,42,425212890,9780425212900.0,Charlaine Harris,2005.0,,"Grave Sight (Harper Connelly, #1)",eng,3.85,52215,55171,2250,1046,3440,14607,19717,16361,https://images.gr-assets.com/books/1328694483m/58077.jpg,https://images.gr-assets.com/books/1328694483s/58077.jpg
2431,1991039,1991039,1994708,139,8203180728,9788203180730.0,"Jo Nesbø, Don Bartlett",1997.0,Flaggermusmannen,"Flaggermusmannen (Harry Hole, #1)",nor,3.56,22230,48143,3957,1478,4686,16180,16807,8992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2432,407234,407234,3355824,59,515143804,9780515143800.0,Nora Roberts,2007.0,"Blood Brothers (Sign of Seven, #1)","Blood Brothers (Sign of Seven, #1)",eng,4.15,42696,44116,1545,609,1731,7801,14058,19917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2445,91661,91661,891863,58,553381520,9780553381530.0,Laurie R. King,1994.0,The Beekeeper's Apprentice,"The Beekeeper's Apprentice (Mary Russell, #1)",en-US,4.08,46665,53691,4823,1064,2257,9331,19782,21257,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2478,85437,20454107,944350,75,451159535,9780451159530.0,Robin Cook,1977.0,Coma,Coma,eng,3.86,29071,41540,567,431,2125,11625,15950,11409,https://images.gr-assets.com/books/1309286934m/85437.jpg,https://images.gr-assets.com/books/1309286934s/85437.jpg
2497,49353,49353,449477,98,075280944X,9780752809440.0,Michael Connelly,1995.0,The Last Coyote,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",eng,4.21,37717,44054,1364,127,582,6438,19648,17259,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2502,14740588,14740588,20387074,33,,,Janet Evanovich,2012.0,Notorious Nineteen,"Notorious Nineteen (Stephanie Plum, #19)",eng,3.9,42656,52396,5011,348,2413,14528,20138,14969,https://images.gr-assets.com/books/1345653049m/14740588.jpg,https://images.gr-assets.com/books/1345653049s/14740588.jpg
2506,3758,3758,2503304,178,014200202X,9780142002020.0,Ian Fleming,1953.0,Casino Royale,"Casino Royale (James Bond, #1)",eng,3.73,39150,46774,3074,738,3128,14342,18248,10318,https://images.gr-assets.com/books/1497801490m/3758.jpg,https://images.gr-assets.com/books/1497801490s/3758.jpg
2509,17999892,25843420,24748164,41,,,A.G. Riddle,2013.0,The Atlantis Gene,"The Atlantis Gene (The Origin Mystery, #1)",eng,3.69,20626,40455,2909,1360,3530,10874,15087,9604,https://images.gr-assets.com/books/1385398066m/17999892.jpg,https://images.gr-assets.com/books/1385398066s/17999892.jpg
2511,6642402,6642402,6836876,36,425233383,9780425233380.0,Julie James,2010.0,Something About You,"Something About You (FBI/US Attorney, #1)",eng,3.94,47720,49849,2103,1385,2450,10784,18245,16985,https://images.gr-assets.com/books/1327933063m/6642402.jpg,https://images.gr-assets.com/books/1327933063s/6642402.jpg
2515,26722,26722,27405,38,743270371,9780743270370.0,Vince Flynn,2006.0,Act of Treason,"Act of Treason (Mitch Rapp, #9)",en-US,4.28,34242,36818,775,350,694,4651,13743,17380,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2517,19494,19494,1177001,216,,9780743442530.0,John le Carré,1963.0,The Spy Who Came In from the Cold,The Spy Who Came In from the Cold,eng,4.05,37557,45652,2712,318,1680,8752,19424,15478,https://images.gr-assets.com/books/1327719782m/19494.jpg,https://images.gr-assets.com/books/1327719782s/19494.jpg
2519,13162,13162,22599,73,446676438,9780446676430.0,James Patterson,1998.0,When the Wind Blows,"When the Wind Blows (When the Wind Blows, #1)",eng,3.92,39948,41722,1333,896,2319,9965,14533,14009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2522,383028,383028,584889,77,385336691,9780385336700.0,Lee Child,2006.0,The Hard Way,"The Hard Way (Jack Reacher, #10)",en-US,4.14,36240,44962,1935,149,761,7672,20234,16146,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2525,13359067,13359067,18587348,54,307749606,9780307749600.0,"Lee Child, Dick Hill",2012.0,A Wanted Man,"A Wanted Man (Jack Reacher, #17)",eng,4.0,33264,44026,3339,347,1700,9745,18193,14041,https://images.gr-assets.com/books/1333623254m/13359067.jpg,https://images.gr-assets.com/books/1333623254s/13359067.jpg
2530,25734248,25734248,45424866,68,1101990260,9781101990260.0,Fiona Barton,2016.0,The Widow,The Widow,eng,3.49,36504,48265,5692,1257,4915,17948,17226,6919,https://images.gr-assets.com/books/1449178687m/25734248.jpg,https://images.gr-assets.com/books/1449178687s/25734248.jpg
2538,15803059,15803059,21587729,18,1451645821,9781451645830.0,William Kent Krueger,2013.0,Ordinary Grace,Ordinary Grace,eng,4.14,34720,42584,6121,377,1096,6442,18751,15918,https://images.gr-assets.com/books/1358264094m/15803059.jpg,https://images.gr-assets.com/books/1358264094s/15803059.jpg
2539,14839,14839,3238533,89,446611778,9780446611770.0,David Baldacci,2001.0,Last Man Standing,Last Man Standing,eng,4.03,36265,38118,708,401,1245,7983,15634,12855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2547,79379,79379,1827952,76,446611212,9780446611210.0,James Patterson,2001.0,Violets Are Blue,"Violets Are Blue (Alex Cross, #7)",eng,3.94,41555,44214,940,400,1758,11115,17683,13258,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2551,19286669,19286669,27334868,23,1250010713,9781250010710.0,Diane Chamberlain,2014.0,The Silent Sister,"The Silent Sister (Riley MacPherson, #1)",eng,3.93,31741,41004,4201,439,1683,9336,18384,11162,https://images.gr-assets.com/books/1406526579m/19286669.jpg,https://images.gr-assets.com/books/1406526579s/19286669.jpg
2568,13131,13131,15302,72,316014796,9780316014790.0,"James Patterson, Maxine Paetro",2007.0,The 6th Target,"The 6th Target (Women's Murder Club, #6)",en-US,4.02,41500,45657,1499,260,1602,10352,18377,15066,https://images.gr-assets.com/books/1336275870m/13131.jpg,https://images.gr-assets.com/books/1336275870s/13131.jpg
2574,24244,24244,457882,96,446613444,9780446613450.0,Michael Connelly,1993.0,,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",eng,4.05,36748,44220,1566,161,946,9225,20205,13683,https://images.gr-assets.com/books/1372241876m/24244.jpg,https://images.gr-assets.com/books/1372241876s/24244.jpg
2594,7668,7668,2045220,93,606298231,9780606298230.0,Michael Crichton,1992.0,Rising Sun,Rising Sun,eng,3.61,38179,41025,713,714,3550,14199,14925,7637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2595,136167,136167,1030360,81,440060672,9780440060670.0,Sidney Sheldon,1973.0,The Other Side of Midnight,The Other Side of Midnight (Midnight #1),eng,3.89,34570,36728,755,367,2028,9932,13281,11120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2596,7936809,7936809,14180015,77,316069485,9780316069490.0,Michael Connelly,2010.0,The Reversal,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",eng,4.13,34973,41619,2529,137,747,7303,19000,14432,https://images.gr-assets.com/books/1421934033m/7936809.jpg,https://images.gr-assets.com/books/1421934033s/7936809.jpg
2602,498389,498389,968931,122,99478536,9780099478540.0,Jo Nesbø,2003.0,Marekors ,"The Devil's Star (Harry Hole, #5)",eng,4.03,32907,40620,1887,453,1184,7729,18559,12695,https://images.gr-assets.com/books/1328611163m/498389.jpg,https://images.gr-assets.com/books/1328611163s/498389.jpg
2607,1248179,1248179,2934427,98,385515049,9780385515050.0,John Grisham,2008.0,The Appeal,The Appeal,en-US,3.58,39100,41931,3678,1102,3975,14287,14732,7835,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2609,8680417,9317452,13552476,52,034552425X,9780345524260.0,Ben Aaronovitch,2011.0,Rivers of London,"Midnight Riot (Peter Grant, #1)",eng,3.92,21519,48677,5298,838,2411,10496,20808,14124,https://images.gr-assets.com/books/1389055317m/8680417.jpg,https://images.gr-assets.com/books/1389055317s/8680417.jpg
2617,21936809,21936809,41240456,55,62267523,9780062267530.0,Peter  Swanson,2015.0,The Kind Worth Killing,The Kind Worth Killing,eng,4.03,35225,43845,5526,503,1567,8049,19937,13789,https://images.gr-assets.com/books/1417981750m/21936809.jpg,https://images.gr-assets.com/books/1417981750s/21936809.jpg
2622,184657,184657,2751330,39,1416548009,9781416548000.0,Vince Flynn,2004.0,Memorial Day,"Memorial Day (Mitch Rapp, #7)",eng,4.3,31864,34797,760,278,647,4271,12675,16926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2637,89724,89724,847007,79,143039970,9780143039980.0,"Shirley Jackson, Jonathan Lethem",1962.0,We Have Always Lived in the Castle,We Have Always Lived in the Castle,eng,4.05,43602,51375,6521,630,2274,9697,20283,18491,https://images.gr-assets.com/books/1415357189m/89724.jpg,https://images.gr-assets.com/books/1415357189s/89724.jpg
2639,2761626,2761626,2787335,99,316166294,9780316166290.0,Michael Connelly,2008.0,The Brass Verdict,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",eng,4.08,36497,42830,2722,110,719,7939,20783,13279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2641,17262159,17262159,23756807,78,385344341,9780385344340.0,Lee Child,2013.0,Never Go Back ,"Never Go Back (Jack Reacher, #18)",eng,4.02,27578,42885,3558,328,1392,8949,18578,13638,https://images.gr-assets.com/books/1467947214m/17262159.jpg,https://images.gr-assets.com/books/1467947214s/17262159.jpg
2657,182425,182425,1133939,54,553580221,9780553580230.0,Dean Koontz,1999.0,False Memory,False Memory,en-US,3.87,36882,38019,995,740,2241,9882,13648,11508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2666,19675,19675,5054711,63,6479758,9780006479760.0,Tom Clancy,1996.0,Executive Orders,"Executive Orders (Jack Ryan Universe, #9)",eng,4.04,35513,38559,505,394,1460,8003,14865,13837,https://images.gr-assets.com/books/1419127064m/19675.jpg,https://images.gr-assets.com/books/1419127064s/19675.jpg
2668,156427,156427,3279468,1,747545251,9780747545260.0,Robert Bloch,1959.0,Psycho,Psycho,eng,4.09,36153,39808,1437,480,1434,7834,14255,15805,https://images.gr-assets.com/books/1393286878m/156427.jpg,https://images.gr-assets.com/books/1393286878s/156427.jpg
2670,148337,148337,2781685,61,1560254556,9781560254550.0,"Alistair MacLean, Clint Willis",1967.0,Where Eagles Dare ,Where Eagles Dare ,,4.12,35233,36287,321,259,940,7069,14108,13911,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2675,8196732,8196732,13043611,70,749942010,9780749942010.0,Rosamund Lupton,2010.0,Sister,Sister,eng,3.77,35893,41576,4636,884,2862,10945,16975,9910,https://images.gr-assets.com/books/1320189763m/8196732.jpg,https://images.gr-assets.com/books/1320189763s/8196732.jpg
2685,3047849,3047849,3078640,38,61566128,9780061566130.0,Sara Shepard,2009.0,Killer ,"Killer (Pretty Little Liars, #6)",eng,4.07,39702,42312,1431,580,2026,8910,13031,17765,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2690,27239265,27239265,45640572,15,,,Matthew FitzSimmons,2015.0,,"The Short Drop (Gibson Vaughn, #1)",eng,4.15,32641,33222,2229,397,994,5066,13486,13279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2695,19469,19469,816295,36,038532328X,9780385323280.0,Caroline B. Cooney,1990.0,The Face on the Milk Carton,"The Face on the Milk Carton (Janie Johnson, #1)",en-US,3.72,43334,45923,2293,916,3922,14176,15194,11715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2717,23745132,23745132,42744285,1,,,Emily Bleeker,2015.0,,Wreckage,en-GB,3.66,25533,33818,2745,1030,3379,9583,11938,7888,https://images.gr-assets.com/books/1422826024m/23745132.jpg,https://images.gr-assets.com/books/1422826024s/23745132.jpg
2723,26109394,26109394,45536239,42,525955097,9780525955090.0,Harlan Coben,2016.0,Fool Me Once,Fool Me Once,eng,3.9,30788,45468,4096,913,2458,10459,18044,13594,https://images.gr-assets.com/books/1443190440m/26109394.jpg,https://images.gr-assets.com/books/1443190440s/26109394.jpg
2730,382549,382549,17028815,76,425116840,9780425116840.0,Tom Clancy,1988.0,The Cardinal of the Kremlin,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",en-US,4.01,37672,39699,507,188,1344,9279,15970,12918,https://images.gr-assets.com/books/1319381380m/382549.jpg,https://images.gr-assets.com/books/1319381380s/382549.jpg
2735,16429,16429,944272,67,553804790,9780553804800.0,Dean Koontz,2006.0,The Husband,The Husband,eng,3.8,36233,38254,1638,561,2435,11052,14284,9922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2737,6588,6588,1877371,80,446610224,9780446610220.0,James Patterson,2003.0,The Big Bad Wolf  ,"The Big Bad Wolf  (Alex Cross, #9)",en-US,3.97,37060,40235,938,320,1590,9647,16019,12659,https://images.gr-assets.com/books/1388328154m/6588.jpg,https://images.gr-assets.com/books/1388328154s/6588.jpg
2745,6537,6537,1455041,108,425204693,9780425204700.0,Patricia Cornwell,1995.0,From Potter's Field,"From Potter's Field (Kay Scarpetta, #6)",eng,4.02,41377,43955,636,211,1356,10272,17581,14535,https://images.gr-assets.com/books/1309209800m/6537.jpg,https://images.gr-assets.com/books/1309209800s/6537.jpg
