goodreads_book_id,tag_id,count
17309,18045,27
17309,1659,25
17309,4949,25
17309,25690,25
17309,7094,25
17309,15626,23
17309,1642,21
17309,21989,20
17309,2516,20
17309,26785,19
17309,20774,18
17309,28384,18
17309,23276,18
17309,15169,16
17309,27535,16
17309,20849,15
17309,7143,15
17309,15629,15
17309,7112,14
17309,11763,13
17309,11590,12
17309,3392,12
17309,22689,12
17309,8055,12
17309,20994,12
17309,9277,12
17309,24960,11
17309,1691,11
17309,11505,11
17309,31617,10
17309,30386,10
17309,30241,10
17309,11720,10
17309,2104,9
17309,3389,9
17309,14764,9
17309,25506,9
17309,1540,9
17309,12869,9
17309,7183,9
17309,6828,8
17309,17213,8
17309,20989,8
17309,26837,8
17309,7144,8
17309,7202,8
17309,23277,8
17309,11370,7
17309,30521,7
17309,30573,7
17309,5444,7
17309,14064,7
17309,12948,7
17309,32586,7
17309,9484,7
17309,22944,7
17309,29083,7
17309,11818,7
17309,5090,6
17309,10197,6
17309,20781,6
17309,22545,6
17309,8067,6
17309,20288,6
17309,7404,6
17309,923,6
17309,3358,6
17309,3379,6
17309,19524,6
17309,28300,6
17309,12294,6
17309,30381,6
17309,7158,6
17309,12478,6
17324,30574,350
17324,8717,235
17324,11743,229
17324,7077,168
17324,30358,59
17324,5207,48
17324,11557,44
17324,14821,43
17324,12484,41
17324,9221,38
17324,29076,36
17324,29011,26
17324,11305,24
17324,25647,21
17324,22973,18
17324,22753,17
17324,25690,17
17324,20939,16
17324,25685,14
17324,1642,13
17324,23276,13
17324,7116,11
17324,20849,10
17324,30386,10
17324,28341,10
17324,7203,10
17324,15169,9
17324,22034,9
17324,1659,9
17324,11166,9
17324,22689,8
17324,23277,8
17324,20774,7
17324,21989,7
17324,17213,7
17324,7094,7
17324,1691,6
17324,14764,6
17324,20994,6
17324,20989,6
17324,12478,6
17324,22743,5
17324,5090,5
17324,18045,5
17324,30521,5
17324,14064,5
17324,20926,5
17324,5180,5
17324,11763,5
17324,28380,5
17324,11503,4
17324,3358,4
17324,28384,4
17324,7202,4
17324,7183,4
17324,7133,4
17324,8055,3
17324,22352,3
17324,5444,3
17324,9886,3
17324,10210,3
17324,15626,3
17324,1078,3
17324,31505,3
17324,26771,3
17324,11978,3
17324,23323,3
17324,29083,3
17324,30381,3
17324,29351,3
17324,17886,3
17324,29014,3
17324,22670,3
17324,26785,2
17324,11370,2
17324,25152,2
17324,27535,2
17324,30573,2
17324,20781,2
17324,25011,2
17324,17217,2
17324,29316,2
17324,25822,2
17324,28525,2
17324,22944,2
17324,31557,2
17324,12869,2
17324,22816,2
17324,5360,2
17324,7144,2
17324,25703,2
17324,18608,2
17324,20015,2
17324,10203,2
17324,7188,2
17324,7151,2
17324,2525,2
17324,7121,2
17324,25089,2
17324,3516,2
17810,30574,4907
17810,11743,289
17810,14821,266
17810,16203,235
17810,16205,210
17810,8717,200
17810,16218,125
17810,11557,117
17810,30358,88
17810,8517,71
17810,20939,48
17810,22743,41
17810,16217,41
17810,8055,38
17810,16212,36
17810,5207,32
17810,22034,28
17810,31133,28
17810,3216,25
17810,3218,25
17810,18045,22
17810,18367,22
17810,3232,19
17810,30521,18
17810,20994,18
17810,32586,17
17810,16209,17
17810,11590,16
17810,22753,16
17810,1659,16
17810,1642,15
17810,10197,14
17810,21989,13
17810,25151,13
17810,9221,12
17810,8067,12
17810,9602,12
17810,25152,11
17810,487,11
17810,27188,11
17810,26419,11
17810,29076,10
17810,8527,10
17810,14856,10
17810,923,9
17810,25148,9
17810,31140,9
17810,4949,9
17810,1416,9
17810,8656,9
17810,32302,9
17810,12347,9
17810,25150,8
17810,30672,8
17810,10093,8
17810,5481,8
17810,1010,8
17810,3231,8
17810,15424,8
17810,15169,7
17810,5090,7
17810,17213,7
17810,9886,7
17810,20279,7
17810,31141,7
17810,8922,7
17810,8545,7
17810,21601,7
17810,16210,7
17810,20774,6
17810,25147,6
17810,18054,6
17810,24997,6
17810,24999,6
17810,20926,6
17810,831,6
17810,24517,6
17810,16208,6
17810,16223,6
17810,30904,6
17810,18326,5
17810,20288,5
17810,10210,5
17810,8533,5
17810,20989,5
17810,8535,5
17810,19524,5
17810,18292,5
17810,25506,5
17810,25822,5
17810,22643,5
17810,27187,5
17810,31125,5
17810,29083,5
17810,24521,5
17810,27368,5
17810,30381,5
17810,28046,5
17810,20654,5
17810,16202,5
17841,30574,38285
17841,8717,2213
17841,11743,1864
17841,11557,601
17841,20939,455
17841,14487,417
17841,22743,312
17841,18367,302
17841,7457,204
17841,30358,164
17841,15904,160
17841,9221,159
17841,240,152
17841,22034,138
17841,15924,135
17841,5207,130
17841,23471,125
17841,21989,119
17841,236,106
17841,14467,96
17841,14552,91
17841,8055,83
17841,15915,83
17841,18326,81
17841,1416,79
17841,22753,75
17841,8020,71
17841,18045,68
17841,30521,65
17841,31451,61
17841,18318,58
17841,12948,57
17841,20849,56
17841,923,55
17841,22173,55
17841,11305,54
17841,11590,54
17841,31505,52
17841,17213,47
17841,8067,47
17841,251,47
17841,7404,46
17841,10210,46
17841,10197,44
17841,29076,39
17841,20774,37
17841,20994,37
17841,248,34
17841,31133,34
17841,31140,33
17841,1691,31
17841,10227,31
17841,25647,30
17841,21111,29
17841,20288,29
17841,15914,26
17841,12940,25
17841,15903,25
17841,32586,24
17841,261,24
17841,11978,24
17841,30672,22
17841,20282,22
17841,18292,22
17841,9477,22
17841,31557,22
17841,15920,22
17841,24083,22
17841,30573,20
17841,5444,20
17841,254,20
17841,15169,19
17841,11497,19
17841,20279,19
17841,24080,19
17841,10932,19
17841,473,19
17841,5090,18
17841,8517,18
17841,9484,18
17841,6122,18
17841,24960,17
17841,26126,17
17841,5105,17
17841,18919,17
17841,272,17
17841,20731,17
17841,26837,17
17841,21374,17
17841,17964,17
17841,14764,16
17841,22330,16
17841,11798,16
17841,22689,15
17841,9886,15
17841,20989,15
17841,25506,15
17841,12868,15
17841,17371,15
17841,12869,14
18402,30574,1482
18402,20939,876
18402,11743,768
18402,14487,687
18402,8717,230
18402,22743,198
18402,5207,184
18402,30358,159
18402,14467,139
18402,11557,121
18402,8517,108
18402,20926,105
18402,4949,84
18402,9221,78
18402,20994,75
18402,22753,58
18402,18045,58
18402,14519,54
18402,20849,51
18402,5105,50
18402,1416,50
18402,29076,43
18402,14552,40
18402,20989,39
18402,1659,37
18402,22034,36
18402,21989,35
18402,2277,33
18402,20774,30
18402,1642,30
18402,30386,30
18402,9477,30
18402,31505,28
18402,12948,27
18402,8055,25
18402,18367,25
18402,14821,25
18402,3389,23
18402,22689,23
18402,15169,22
18402,8913,22
18402,18326,21
18402,5500,21
18402,3371,19
18402,12869,19
18402,9484,18
18402,14539,18
18402,509,18
18402,9336,17
18402,5051,17
18402,11780,17
18402,611,16
18402,617,16
18402,20662,16
18402,8067,15
18402,8527,14
18402,9638,14
18402,12868,14
18402,23349,14
18402,19468,14
18402,8533,13
18402,21406,13
18402,10644,12
18402,17213,12
18402,2313,12
18402,30672,12
18402,20957,12
18402,3392,11
18402,30521,11
18402,22944,11
18402,21374,11
18402,8545,11
18402,20656,11
18402,5090,10
18402,14764,10
18402,31656,10
18402,18318,10
18402,20933,10
18402,11803,10
18402,31557,10
18402,22733,10
18402,29083,10
18402,23993,10
18402,20781,9
18402,2312,9
18402,32586,9
18402,15174,9
18402,18051,9
18402,29316,9
18402,31859,9
18402,22344,9
18402,4959,9
18402,30766,9
18402,30768,9
18402,5332,9
18402,14064,8
18402,14461,8
18402,20971,8
18402,22356,8
18402,23188,8
18431,30574,7736
18431,11743,812
18431,20939,522
18431,8717,396
18431,30358,283
18431,22743,154
18431,9221,130
18431,14487,129
18431,5207,114
18431,11557,98
18431,29076,98
18431,20994,97
18431,5105,56
18431,1691,50
18431,26138,45
18431,20926,43
18431,615,38
18431,30386,38
18431,20989,38
18431,14467,37
18431,22753,36
18431,18045,36
18431,14552,36
18431,4949,36
18431,20774,35
18431,12948,32
18431,8067,31
18431,1659,31
18431,20849,29
18431,1510,28
18431,1416,27
18431,22034,26
18431,21989,25
18431,1642,25
18431,8517,25
18431,3371,24
18431,18367,23
18431,8896,23
18431,3389,21
18431,611,21
18431,5481,20
18431,11305,19
18431,9477,19
18431,617,19
18431,15207,19
18431,15169,18
18431,3392,18
18431,5090,18
18431,22689,18
18431,8055,17
18431,8533,17
18431,2277,16
18431,14764,15
18431,11978,15
18431,10210,14
18431,10644,13
18431,24318,13
18431,23349,12
18431,30373,12
18431,14519,12
18431,2446,12
18431,3377,11
18431,21001,11
18431,29083,11
18431,17213,10
18431,12600,10
18431,20288,10
18431,31557,10
18431,27535,9
18431,14064,9
18431,31656,9
18431,1540,9
18431,7668,9
18431,8617,9
18431,10197,8
18431,9886,8
18431,25148,8
18431,9638,8
18431,5051,8
18431,22933,8
18431,31535,8
18431,25151,7
18431,1542,7
18431,18326,7
18431,2313,7
18431,20279,7
18431,3379,7
18431,31505,7
18431,30766,7
18431,22816,7
18431,25144,7
18431,30381,7
18431,11776,7
18431,23993,7
18431,6116,7
18431,30672,6
18431,20957,6
18431,8346,6
18431,26697,6
18431,21953,6
18989,30574,10929
18989,8717,1995
18989,11743,1300
18989,20939,606
18989,30358,533
18989,10866,418
18989,11557,408
18989,28466,353
18989,7457,194
18989,22743,186
18989,240,138
18989,5207,133
18989,8517,121
18989,20994,107
18989,28321,102
18989,17213,97
18989,28482,95
18989,30386,92
18989,5751,90
18989,29076,88
18989,18045,84
18989,22034,83
18989,236,78
18989,7631,77
18989,4949,71
18989,9221,70
18989,3389,70
18989,30521,62
18989,27199,60
18989,28473,60
18989,251,55
18989,14487,54
18989,28479,54
18989,10641,53
18989,1416,52
18989,11590,51
18989,10197,49
18989,923,49
18989,20926,49
18989,3392,47
18989,21989,46
18989,18367,46
18989,22753,45
18989,10644,41
18989,7404,41
18989,10210,40
18989,30672,39
18989,16532,39
18989,12948,34
18989,8533,34
18989,31505,33
18989,3371,32
18989,25148,32
18989,20989,31
18989,9477,31
18989,248,30
18989,254,30
18989,8055,29
18989,261,29
18989,32130,29
18989,20774,27
18989,32586,27
18989,14467,27
18989,8545,26
18989,20849,25
18989,9484,25
18989,23931,24
18989,5776,24
18989,29083,24
18989,16533,24
18989,1659,23
18989,10932,22
18989,9638,22
18989,28477,22
18989,3358,21
18989,13074,21
18989,9886,20
18989,1642,20
18989,10093,20
18989,24993,20
18989,461,20
18989,31430,20
18989,15169,19
18989,9336,19
18989,20957,19
18989,8346,19
18989,8067,18
18989,25149,18
18989,31557,18
18989,12869,18
18989,5747,18
18989,28480,18
18989,5090,17
18989,14552,17
18989,8535,17
18989,272,17
18989,12868,17
18989,21374,17
18989,22330,16
18989,15736,16
18990,30574,5556
18990,11743,378
18990,10866,159
18990,28466,149
18990,30358,130
18990,8717,97
18990,20939,82
18990,22743,56
18990,11557,45
18990,9221,37
18990,16532,36
18990,28321,34
18990,28479,33
18990,30386,29
18990,20994,28
18990,29076,28
18990,28482,28
18990,28473,27
18990,22034,26
18990,18045,24
18990,7631,24
18990,5207,22
18990,27199,21
18990,5751,20
18990,13074,20
18990,30521,19
18990,3392,18
18990,3389,17
18990,8517,17
18990,22753,15
18990,21989,15
18990,17213,15
18990,18367,14
18990,14487,13
18990,10644,12
18990,17775,12
18990,17773,12
18990,10641,11
18990,10210,11
18990,14797,11
18990,10197,10
18990,3358,10
18990,1416,10
18990,7457,9
18990,3371,9
18990,3379,9
18990,20926,9
18990,31557,8
18990,6122,8
18990,7009,8
18990,28472,8
18990,28477,8
18990,30672,7
18990,20989,7
18990,5776,7
18990,28484,7
18990,28480,7
18990,11831,7
18990,10093,6
18990,20957,6
18990,23931,6
18990,9477,6
18990,31430,6
18990,5747,6
18990,27963,6
18990,17828,6
18990,20774,5
18990,15169,5
18990,12948,5
18990,7404,5
18990,923,5
18990,9336,5
18990,8527,5
18990,10932,5
18990,1540,5
18990,32130,5
18990,5481,5
18990,32099,5
18990,7654,5
18990,5746,5
18990,21672,5
18990,29083,5
18990,28476,5
18990,25765,4
18990,5090,4
18990,5444,4
18990,14064,4
18990,18326,4
18990,8067,4
18990,1642,4
18990,14552,4
18990,25149,4
18990,8549,4
18990,1659,4
18990,28471,4
18990,8545,4
18990,3216,4
18990,17774,4
18990,7632,4
18990,6323,4
18999,30574,5650
18999,8717,219
18999,10866,197
18999,30358,190
18999,11743,161
18999,20939,134
18999,240,91
18999,22743,74
18999,28466,57
18999,236,54
18999,29076,44
18999,11557,43
18999,28482,42
18999,30386,41
18999,28321,37
18999,16532,37
18999,9221,36
18999,261,34
18999,20994,33
18999,5207,32
18999,251,32
18999,7631,32
18999,28479,30
18999,248,29
18999,28473,28
18999,27199,27
18999,22034,27
18999,8517,27
18999,5751,25
18999,17773,25
18999,30521,23
18999,18045,22
18999,272,20
18999,13074,19
18999,17213,18
18999,10641,18
18999,22753,17
18999,14487,17
18999,21989,16
18999,10210,16
18999,254,16
18999,20926,15
18999,11590,14
18999,10197,14
18999,923,14
18999,31557,14
18999,7457,13
18999,3392,12
18999,18367,12
18999,30672,12
18999,6122,12
18999,10644,11
18999,10932,10
18999,20989,10
18999,3371,9
18999,32586,9
18999,7404,9
18999,10093,9
18999,31430,9
18999,20774,8
18999,3358,8
18999,8533,8
18999,1659,8
18999,13116,8
18999,23931,8
18999,5776,8
18999,8545,8
18999,28477,8
18999,28480,8
18999,24960,7
18999,3379,7
18999,20957,7
18999,32130,7
18999,29083,7
18999,28484,7
18999,28472,7
18999,5090,6
18999,18326,6
18999,400,6
18999,5746,6
18999,5747,6
18999,30379,6
18999,27963,6
18999,3389,5
18999,14064,5
18999,1642,5
18999,12948,5
18999,8535,5
18999,29141,5
18999,275,5
18999,250,5
18999,11834,5
18999,32099,5
18999,21672,5
18999,5775,5
18999,26371,5
18999,28476,5
18999,17828,5
18999,17774,5
18999,6323,5
19000,30574,1793
19000,11743,516
19000,8717,360
19000,30358,164
19000,20939,152
19000,1746,150
19000,11557,101
19000,22743,91
19000,9221,82
19000,10866,71
19000,5207,69
19000,28466,59
19000,20994,58
19000,8517,57
19000,29076,38
19000,8055,34
19000,30386,34
19000,16532,33
19000,8067,32
19000,22034,30
19000,21989,30
19000,23931,27
19000,22753,25
19000,17213,22
19000,18367,20
19000,28482,19
19000,28479,19
19000,20774,18
19000,5751,18
19000,18045,18
19000,4949,18
19000,17027,18
19000,11590,17
19000,3389,17
19000,20989,17
19000,12948,16
19000,20849,15
19000,10644,14
19000,18326,14
19000,15169,13
19000,30521,13
19000,9886,12
19000,8533,12
19000,10210,11
19000,617,11
19000,20547,11
19000,3392,10
19000,22689,10
19000,10641,10
19000,20288,10
19000,941,10
19000,5051,10
19000,29083,10
19000,5090,9
19000,3371,9
19000,26138,9
19000,10197,9
19000,14064,9
19000,30672,9
19000,20957,9
19000,1659,9
19000,31557,9
19000,31430,9
19000,28473,9
19000,17775,9
19000,17773,9
19000,1642,8
19000,8527,8
19000,9484,8
19000,23909,8
19000,20570,8
19000,14764,7
19000,25147,7
19000,14487,7
19000,20926,7
19000,1540,7
19000,22944,7
19000,22758,7
19000,28321,7
19000,17828,7
19000,23428,7
19000,1691,6
19000,3379,6
19000,8535,6
19000,19524,6
19000,18292,6
19000,31155,6
19000,9477,6
19000,5746,6
19000,5404,6
19000,5775,6
19000,15698,6
19000,18990,5
19000,24996,5
19000,10932,5
19000,31505,5
19000,4461,5
19000,7654,5
19000,19659,5
19000,17774,5
19001,30574,5684
19001,8717,311
19001,11743,309
19001,10866,126
19001,30358,110
19001,28466,97
19001,22743,61
19001,20939,56
19001,9221,44
19001,11557,35
19001,28482,28
19001,5207,25
19001,16532,24
19001,29076,23
19001,8517,22
19001,28321,20
19001,28479,20
19001,30386,19
19001,28473,18
19001,17773,18
19001,20994,17
19001,7631,17
19001,22034,16
19001,18045,16
19001,17213,14
19001,1416,12
19001,5751,11
19001,22753,10
19001,3389,10
19001,20849,10
19001,21989,10
19001,30521,10
19001,18367,10
19001,3392,9
19001,12948,8
19001,10932,8
19001,20774,7
19001,10644,7
19001,30672,7
19001,8527,7
19001,1659,7
19001,5776,7
19001,28477,7
19001,17828,7
19001,1691,6
19001,22689,6
19001,10210,6
19001,3379,6
19001,31505,6
19001,22944,6
19001,30379,6
19001,16533,6
19001,3371,5
19001,8055,5
19001,5444,5
19001,14064,5
19001,14487,5
19001,923,5
19001,4949,5
19001,1540,5
19001,6122,5
19001,20125,5
19001,30768,5
19001,28480,5
19001,24960,4
19001,7457,4
19001,15169,4
19001,10197,4
19001,10641,4
19001,32586,4
19001,10093,4
19001,8535,4
19001,20926,4
19001,20933,4
19001,29316,4
19001,31557,4
19001,30766,4
19001,21374,4
19001,31430,4
19001,5747,4
19001,28481,4
19001,16534,4
19001,27199,3
19001,25151,3
19001,30573,3
19001,20989,3
19001,805,3
19001,9638,3
19001,22376,3
19001,12868,3
19001,15170,3
19001,30373,3
19001,21948,3
19001,28484,3
19001,11766,3
19001,28334,3
19001,1222,3
19001,11772,3
19001,11831,3
19001,7642,3
19057,30574,102590
19057,11557,3275
19057,8717,2234
19057,33114,2219
19057,11743,1330
19057,32989,993
19057,20939,767
19057,5207,664
19057,8055,661
19057,22743,462
19057,11590,346
19057,4949,275
19057,25438,250
19057,30521,244
19057,22753,197
19057,18045,170
19057,29452,149
19057,17213,149
19057,3461,133
19057,33012,123
19057,25150,122
19057,3392,120
19057,3389,118
19057,8067,118
19057,3465,116
19057,1642,111
19057,7852,108
19057,3371,106
19057,25151,105
19057,24328,102
19057,32586,100
19057,33124,96
19057,28525,95
19057,15048,93
19057,1691,87
19057,25149,84
19057,33023,83
19057,15169,81
19057,11505,73
19057,2104,71
19057,22034,71
19057,12948,67
19057,20774,66
19057,1128,64
19057,26138,63
19057,10197,61
19057,19307,61
19057,12600,60
19057,25152,59
19057,20849,56
19057,29316,56
19057,25436,56
19057,11497,54
19057,25148,54
19057,9886,52
19057,20994,52
19057,10210,52
19057,3379,52
19057,24997,51
19057,5051,51
19057,25147,50
19057,29464,48
19057,20824,47
19057,1416,47
19057,11305,46
19057,24960,46
19057,21274,46
19057,3438,46
19057,18367,45
19057,22689,44
19057,21989,44
19057,32996,44
19057,3377,43
19057,28528,43
19057,19524,41
19057,25146,41
19057,24329,41
19057,9221,40
19057,27535,39
19057,15626,39
19057,24996,39
19057,1078,39
19057,21387,39
19057,5481,38
19057,5393,37
19057,5090,36
19057,9477,36
19057,18994,36
19057,33004,36
19057,31505,35
19057,751,35
19057,22352,34
19057,24995,34
19057,1659,34
19057,25506,34
19057,9638,34
19057,12680,34
19057,28533,34
19057,20989,33
19057,28532,33
19469,30574,8258
19469,33114,997
19469,20939,576
19469,32989,456
19469,8717,406
19469,11743,340
19469,11557,196
19469,27199,186
19469,6828,153
19469,25438,151
19469,5207,133
19469,29452,121
19469,22743,93
19469,6953,77
19469,33012,69
19469,8055,69
19469,6838,68
19469,19983,65
19469,29076,56
19469,6888,51
19469,6895,49
19469,33124,46
19469,17119,46
19469,6857,45
19469,3885,44
19469,33023,43
19469,30358,42
19469,26735,42
19469,19974,41
19469,22753,33
19469,11221,33
19469,26138,32
19469,17124,31
19469,18045,31
19469,6829,31
19469,20774,30
19469,29464,30
19469,20994,29
19469,9886,28
19469,20989,28
19469,9221,27
19469,7457,27
19469,14370,26
19469,6305,26
19469,32996,25
19469,15169,24
19469,20926,23
19469,25151,22
19469,30521,22
19469,8517,22
19469,22034,21
19469,20849,21
19469,16799,21
19469,33125,21
19469,25436,21
19469,1444,20
19469,24960,19
19469,25150,19
19469,6847,18
19469,25034,18
19469,21892,18
19469,7852,17
19469,33153,17
19469,17129,16
19469,33116,16
19469,4949,16
19469,8067,15
19469,17213,14
19469,33165,14
19469,16805,14
19469,7484,14
19469,25234,13
19469,32586,13
19469,5161,13
19469,33031,13
19469,27535,12
19469,14064,12
19469,29457,12
19469,18054,12
19469,26740,12
19469,22344,12
19469,30860,12
19469,20178,12
19469,25765,11
19469,3389,11
19469,22689,11
19469,3371,11
19469,25770,11
19469,6920,11
19469,1642,11
19469,10210,11
19469,6949,11
19469,6948,11
19469,12315,11
19469,19524,11
19469,22944,11
19469,12035,11
19469,1010,11
19469,29492,11
19469,33127,11
19494,30574,14285
19494,11743,1251
19494,30358,553
19494,8717,538
19494,10866,433
19494,20939,429
19494,28466,318
19494,7457,227
19494,22743,152
19494,240,139
19494,11557,130
19494,8517,125
19494,22034,106
19494,20994,99
19494,29076,98
19494,236,97
19494,28321,96
19494,7631,92
19494,5751,83
19494,28482,79
19494,4949,76
19494,5207,68
19494,18045,67
19494,30386,66
19494,14487,63
19494,17213,62
19494,9221,60
19494,28479,60
19494,3389,57
19494,7404,57
19494,251,56
19494,18367,54
19494,923,52
19494,28473,52
19494,30445,50
19494,21989,49
19494,32130,49
19494,10644,46
19494,30521,43
19494,10641,43
19494,3392,41
19494,14467,41
19494,20926,39
19494,11590,37
19494,13116,37
19494,27199,34
19494,261,34
19494,22753,32
19494,10932,32
19494,30672,29
19494,248,29
19494,16532,29
19494,10197,28
19494,1691,27
19494,10210,27
19494,1659,27
19494,16533,27
19494,254,26
19494,32586,25
19494,31430,25
19494,3371,24
19494,8545,24
19494,29083,24
19494,17773,24
19494,28477,23
19494,12948,22
19494,20989,22
19494,5051,22
19494,30463,22
19494,13074,22
19494,20957,21
19494,23931,21
19494,5090,20
19494,8535,20
19494,1416,20
19494,28472,20
19494,20774,19
19494,25152,19
19494,8527,19
19494,1642,18
19494,8533,18
19494,272,18
19494,20282,18
19494,2098,18
19494,8055,17
19494,8067,17
19494,14552,17
19494,6122,17
19494,450,17
19494,26735,16
19494,24997,16
19494,20849,15
19494,25150,15
19494,25149,15
19494,7627,15
19494,28480,15
19494,9336,14
19494,5776,14
19494,30373,14
19494,28484,14
19581,14821,1772
19581,30574,434
19581,11743,385
19581,11557,217
19581,13150,108
19581,22743,104
19581,22973,104
19581,20939,85
19581,30358,74
19581,5207,63
19581,11305,60
19581,29011,60
19581,23407,55
19581,4949,45
19581,18045,44
19581,29076,43
19581,30521,42
19581,9221,35
19581,13145,33
19581,22034,30
19581,26717,28
19581,17213,27
19581,32586,27
19581,22753,26
19581,1642,24
19581,10210,23
19581,1416,22
19581,14856,22
19581,13141,22
19581,9638,21
19581,20994,20
19581,28415,20
19581,13446,19
19581,30696,19
19581,21384,18
19581,12940,18
19581,26816,18
19581,13873,18
19581,20774,17
19581,8507,17
19581,13146,17
19581,19623,17
19581,29230,17
19581,19765,17
19581,22266,17
19581,7457,16
19581,11784,16
19581,14852,16
19581,30414,16
19581,28802,16
19581,33104,16
19581,28598,16
19581,30386,15
19581,14860,15
19581,3371,14
19581,21989,14
19581,3358,14
19581,14836,14
19581,14851,13
19581,9477,12
19581,24960,11
19581,3389,11
19581,20849,11
19581,25152,11
19581,19524,11
19581,1659,10
19581,8922,10
19581,28663,10
19581,2104,9
19581,15169,9
19581,25150,9
19581,10197,9
19581,11978,9
19581,6122,9
19581,14844,9
19581,11497,8
19581,26897,8
19581,30672,8
19581,17217,8
19581,8517,8
19581,25149,8
19581,21274,8
19581,22944,8
19581,14845,8
19581,14829,8
19581,11590,7
19581,3392,7
19581,5090,7
19581,25151,7
19581,27535,7
19581,8055,7
19581,14064,7
19581,10094,7
19581,20989,7
19581,32080,7
19581,22733,7
19581,22988,7
19581,24996,6
19581,12868,6
19581,13876,6
19668,30574,15432
19668,11743,778
19668,8717,609
19668,30358,536
19668,30924,298
19668,9221,175
19668,11557,171
19668,22743,166
19668,7371,113
19668,1540,95
19668,20047,95
19668,10866,94
19668,29076,79
19668,20939,71
19668,28466,71
19668,30386,69
19668,1691,62
19668,16009,59
19668,5207,54
19668,27199,51
19668,20053,51
19668,20994,46
19668,32130,46
19668,1542,44
19668,7373,44
19668,22753,38
19668,18045,38
19668,28482,36
19668,29431,33
19668,22034,31
19668,10210,28
19668,12948,26
19668,8517,25
19668,23928,25
19668,17213,24
19668,10197,23
19668,20849,17
19668,3371,17
19668,20774,14
19668,5090,14
19668,8055,14
19668,14764,14
19668,8067,14
19668,22944,14
19668,6122,14
19668,29083,14
19668,31883,14
19668,28321,13
19668,20072,13
19668,16013,13
19668,30521,12
19668,23909,12
19668,31557,12
19668,13962,12
19668,1554,12
19668,16485,12
19668,3392,11
19668,14487,11
19668,20989,11
19668,28479,11
19668,11833,11
19668,28484,11
19668,21989,10
19668,32586,10
19668,10094,10
19668,1416,10
19668,28751,10
19668,6046,10
19668,16496,10
19668,3389,9
19668,14064,9
19668,20279,9
19668,1642,9
19668,3358,9
19668,19524,9
19668,30381,9
19668,23993,9
19668,6604,9
19668,11855,9
19668,22206,9
19668,16992,9
19668,24353,9
19668,15169,8
19668,20288,8
19668,9336,8
19668,12940,8
19668,23931,8
19668,14752,8
19668,12663,8
19668,30373,8
19668,1708,8
19668,23975,8
19668,29436,8
19668,7382,8
19668,11590,7
19668,2277,7
19668,30672,7
19668,10093,7
19668,3379,7
19668,21003,7
19670,30574,3277
19670,11743,693
19670,30358,447
19670,8717,309
19670,30924,285
19670,9221,167
19670,22743,159
19670,7371,104
19670,20047,95
19670,10866,84
19670,16009,79
19670,30386,65
19670,29076,62
19670,1691,59
19670,11557,54
19670,28466,52
19670,20053,51
19670,5207,46
19670,20939,46
19670,7373,42
19670,1542,41
19670,29431,40
19670,18045,36
19670,27199,33
19670,23928,31
19670,12948,29
19670,20994,28
19670,32130,26
19670,28482,26
19670,20774,25
19670,23909,25
19670,22753,24
19670,22034,23
19670,23931,22
19670,10210,21
19670,10197,19
19670,20849,18
19670,8055,18
19670,2277,17
19670,5090,16
19670,29083,16
19670,31557,15
19670,3371,14
19670,17213,14
19670,1540,14
19670,1554,14
19670,6122,13
19670,21989,12
19670,8067,12
19670,15990,12
19670,20072,12
19670,15670,12
19670,29433,12
19670,20279,11
19670,12940,11
19670,23993,11
19670,6046,11
19670,26411,11
19670,3389,10
19670,20989,10
19670,22944,10
19670,11720,10
19670,16013,10
19670,16011,10
19670,8517,9
19670,28751,9
19670,13962,9
19670,6604,9
19670,11855,9
19670,29436,9
19670,30925,9
19670,27332,9
19670,14764,8
19670,18318,8
19670,10093,8
19670,3358,8
19670,23349,8
19670,31581,8
19670,11776,8
19670,28479,8
19670,28473,8
19670,1708,8
19670,28601,8
19670,31526,8
19670,3392,7
19670,9886,7
19670,1642,7
19670,32586,7
19670,3379,7
19670,10094,7
19670,12663,7
19670,13955,7
19670,30381,7
19670,24044,7
19670,433,7
19670,20926,6
19670,11978,6
19670,28321,6
19670,28484,6
19670,26415,6
19674,30574,435
19674,11743,380
19674,30924,243
19674,30358,237
19674,8717,188
19674,9221,160
19674,22743,107
19674,7371,75
19674,1540,63
19674,10866,50
19674,30386,47
19674,20047,47
19674,16009,45
19674,1691,39
19674,18045,35
19674,5207,32
19674,29076,30
19674,20939,28
19674,1542,28
19674,28466,28
19674,22753,25
19674,20053,25
19674,10197,24
19674,7373,24
19674,29431,22
19674,27199,21
19674,29553,21
19674,10210,20
19674,20994,19
19674,23909,17
19674,11557,15
19674,22034,14
19674,28482,14
19674,15670,14
19674,23928,13
19674,15990,13
19674,16010,13
19674,20774,12
19674,6122,12
19674,2450,12
19674,5090,11
19674,17213,11
19674,12948,11
19674,32130,11
19674,23931,11
19674,11720,11
19674,20072,11
19674,22220,11
19674,11455,11
19674,28121,11
19674,16013,11
19674,6857,10
19674,3392,10
19674,20849,10
19674,24246,10
19674,31100,10
19674,22206,10
19674,9952,10
19674,26411,10
19674,3371,9
19674,8067,9
19674,3379,9
19674,10094,9
19674,20989,9
19674,31557,9
19674,13962,9
19674,21953,9
19674,28479,9
19674,21989,8
19674,14764,8
19674,609,8
19674,21689,8
19674,15736,8
19674,6605,8
19674,3389,7
19674,8055,7
19674,3358,7
19674,22944,7
